Код;Артикул;Артикул1;Артикул2;Номенклатура;Артикул производителя;Группа доступа;Производитель
001696861;CREATEK-CK4543HM;CREATEK;CK4543HM;Турбина;CK4543HM;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696862;CREATEK-CK4544;CREATEK;CK4544;Ремень;CK4544;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696863;CREATEK-CK4633H;CREATEK;CK4633H;Турбина;CK4633H;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696864;CREATEK-CK4633HM;CREATEK;CK4633HM;Турбина;CK4633HM;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696865;CREATEK-CK4665H;CREATEK;CK4665H;Турбина;CK4665H;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696866;CREATEK-CK4665HM;CREATEK;CK4665HM;Турбина;CK4665HM;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696867;CREATEK-CK4672;CREATEK;CK4672;Фильтр маслянный;CK4672;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696868;CREATEK-CK4673;CREATEK;CK4673;Фильтр масляный;CK4673;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696869;CREATEK-CK4674;CREATEK;CK4674;Топливный фильтр;CK4674;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696870;CREATEK-CK4701;CREATEK;CK4701;ТНВД;CK4701;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696871;CREATEK-CK4703;CREATEK;CK4703;ТНВД;CK4703;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696872;CREATEK-CK4706;CREATEK;CK4706;Рампа рейка топливная;CK4706;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696873;CREATEK-CK4708;CREATEK;CK4708;Ремень;CK4708;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696874;CREATEK-CK4709;CREATEK;CK4709;Ремень;CK4709;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696875;CREATEK-CK4710;CREATEK;CK4710;Ремень;CK4710;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696876;CREATEK-CK4711;CREATEK;CK4711;Ремень;CK4711;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696877;CREATEK-CK4715;CREATEK;CK4715;Ремень;CK4715;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696878;CREATEK-CK4725H;CREATEK;CK4725H;Турбина;CK4725H;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696879;CREATEK-CK4725HM;CREATEK;CK4725HM;Турбина;CK4725HM;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696880;CREATEK-CK4726H;CREATEK;CK4726H;Турбина;CK4726H;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696881;CREATEK-CK4726HM;CREATEK;CK4726HM;Турбина;CK4726HM;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696882;CREATEK-CK4747;CREATEK;CK4747;Топливный фильтр;CK4747;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696883;CREATEK-CK4753H;CREATEK;CK4753H;Турбина;CK4753H;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696884;CREATEK-CK4753HM;CREATEK;CK4753HM;Турбина;CK4753HM;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696885;CREATEK-CK4754H;CREATEK;CK4754H;Турбина;CK4754H;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696886;CREATEK-CK4754HM;CREATEK;CK4754HM;Турбина;CK4754HM;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696887;CREATEK-CK4756;CREATEK;CK4756;ТНВД;CK4756;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696888;CREATEK-CK4757;CREATEK;CK4757;Генератор;CK4757;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696889;CREATEK-CK4759;CREATEK;CK4759;Ремень;CK4759;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696890;CREATEK-CK4767;CREATEK;CK4767;Ремень;CK4767;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696891;CREATEK-CK4776;CREATEK;CK4776;Ремень;CK4776;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696892;CREATEK-CK4778;CREATEK;CK4778;Топливная рампа(H820);CK4778;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696893;CREATEK-CK4794;CREATEK;CK4794;Ремень;CK4794;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696894;CREATEK-CK4795;CREATEK;CK4795;Ремень;CK4795;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696895;CREATEK-CK4901H;CREATEK;CK4901H;Турбина;CK4901H;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696896;CREATEK-CK4901HM;CREATEK;CK4901HM;Турбина;CK4901HM;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696897;CREATEK-CK4902H;CREATEK;CK4902H;Турбина;CK4902H;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696898;CREATEK-CK4902HM;CREATEK;CK4902HM;Турбина;CK4902HM;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696899;CREATEK-CK4903;CREATEK;CK4903;Фильтр маслянный;CK4903;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696900;CREATEK-CK4904;CREATEK;CK4904;Топливный фильтр;CK4904;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696901;CREATEK-CK4907;CREATEK;CK4907;Ремень;CK4907;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696902;CREATEK-CK5013;CREATEK;CK5013;Масляный насос в сборе;CK5013;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696903;CREATEK-CK5045;CREATEK;CK5045;Турбина;CK5045;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696904;CREATEK-CK5063;CREATEK;CK5063;Турбина;CK5063;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696905;CREATEK-CK5064H;CREATEK;CK5064H;Турбина;CK5064H;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696906;CREATEK-CK5064HM;CREATEK;CK5064HM;Турбина;CK5064HM;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696907;CREATEK-CK5065;CREATEK;CK5065;Турбина;CK5065;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696908;CREATEK-CK5066;CREATEK;CK5066;Турбина;CK5066;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696909;CREATEK-CK5067;CREATEK;CK5067;Турбина;CK5067;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696910;CREATEK-CK5068H;CREATEK;CK5068H;Турбина;CK5068H;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696911;CREATEK-CK5068HM;CREATEK;CK5068HM;Турбина;CK5068HM;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696912;CREATEK-CK5069H;CREATEK;CK5069H;Турбина;CK5069H;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696913;CREATEK-CK5069HM;CREATEK;CK5069HM;Турбина;CK5069HM;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696914;CREATEK-CK5070;CREATEK;CK5070;Турбина;CK5070;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696915;CREATEK-CK5071;CREATEK;CK5071;Турбина;CK5071;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001696916;CREATEK-CK5072;CREATEK;CK5072;Турбина;CK5072;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
